koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,ra,dec,koi_kepmag,koi_kmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_eccen,koi_sma,koi_insol,koi_insol_err1,koi_insol_err2,koi_teq,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_incl,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_max_mult_ev,koi_max_sngle_ev,koi_tce_plnt_num,koi_bin_oedp_sig,koi_ldm_coeff1,koi_ldm_coeff2,koi_ldm_coeff3,koi_ldm_coeff4,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_disposition,k2_name,k2_hostname
6481.0,,,1.08,0.04,-0.04,,,,4.0,,,0.0,,,100.4631493,27.0971763,11.534,10.421,11.4997,,,,,,0.689647,0.00052,-0.00052,6.58,0.66,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202094740.01,EPIC 202094740
6005.0,,,1.14,,,,,,,,,,,,102.2013162,17.1618942,12.369,11.031,12.3758,,,,,,4.1687922,,,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202126847.01,EPIC 202126847
,,,2.536,0.076,-0.189,,,,,,,,,,104.7032827,19.1929542,11.952,10.517,11.7238,,,,,,21.17051,0.00029,-0.00028,81.0,20.0,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202126853.01,EPIC 202126853
6350.0,139.07,-139.07,2.36934,0.174784,-0.174784,,,,3.78918,0.098803,-0.098803,,,,96.679195,25.2050015,12.334,10.884,12.179,,,,,,5.31937553733,0.00018053318,-0.00018053318,19.66846395,1.4940084,-1.4940084,,,1968.9003,,,1698.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202126884.01,EPIC 202126884
,,,2.28,0.19,-0.18,,,,,,,,,,96.679195,25.2050015,12.334,10.884,12.179,,,,,,5.319075,9e-05,-8.9e-05,20.0,1.6,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202126884.01,EPIC 202126884
6861.0,321.0,-321.0,1.79,0.47,-0.47,,,,4.11,0.17,-0.17,,,,99.3805518,26.7864507,13.12,11.629,12.9556,,,,,,12.86772,0.00044,-0.00044,71.0,49.0,-49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 202126887.01,EPIC 202126887
,,,1.642,0.029,-0.025,,,,,,,,,,99.3805518,26.7864507,13.12,11.629,12.9556,,,,,,12.866412,7.8e-05,-7.8e-05,61.0,16.0,-28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 202126887.01,EPIC 202126887
6066.0,,,1.18,,,,,,,,,,,,99.3805518,26.7864507,13.12,11.629,12.9556,,,,,,12.866539,,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 202126887.01,EPIC 202126887
7536.0,,,1.82,,,,,,,,,,,,98.047519,27.2197459,13.601,12.223,13.4593,,,,,,1.8461222,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 202126888.01,EPIC 202126888
3252.0,96.0,-96.0,0.21,0.08,-0.08,,,,5.08,0.17,-0.17,,,,98.047519,27.2197459,13.601,12.223,13.4593,,,,,,1.84617,0.0002,-0.0002,2.14,0.83,-0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 202126888.01,EPIC 202126888
5000.0,122.0,-122.0,5.54598,,,,,,,,,,,,92.1512224,23.7924451,15.724,12.662,15.5167,,,,,,6.6223,0.00085,-0.00155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202137637.01,EPIC 202137637
,,,11.27,0.69,-1.0,,,,,,,,,,92.5914383,27.4454618,11.76,8.832,11.4542,,,,,,0.5217136,3.1e-06,-3.1e-06,452.0,78.0,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202139294.01,EPIC 202139294
3320.0,,,0.28,,,,,,,,,,,,247.4260725,-29.2017505,16.398,11.899,15.429,,,,,,11.975818,,,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202565282.01,EPIC 202565282
5200.0,693.0,-693.0,3.4,3.7,-3.7,,,,3.32,0.95,-0.95,,,,247.4260725,-29.2017505,16.398,11.899,15.429,,,,,,11.97495,0.00027,-0.00027,256.0,101.0,-101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202565282.01,EPIC 202565282
,,,1.03,0.15,-0.11,,,,,,,,,,247.9793338,-29.0642073,10.435,9.004,10.303,,,,,,5.9895,0.00028,-0.00026,2.04,0.39,-1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202600948.01,EPIC 202600948
5838.0,,,1.03,,,,,,,,,,,,242.8978737,-28.9346559,12.362,10.749,12.1514,,,,,,28.707623,,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202634963.01,EPIC 202634963
5791.0,79.0,-79.0,1.89,0.18,-0.18,,,,4.005,0.053,-0.053,,,,243.8422245,-28.7802178,12.663,10.49,12.4043,,,,,,15.4715,0.0036,-0.0036,9.2,5.6,-5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202675839.01,EPIC 202675839
4989.0,,,0.76,,,,,,,,,,,,243.8422245,-28.7802178,12.663,10.49,12.4043,,,,,,15.465691,,,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202675839.01,EPIC 202675839
5807.0,50.0,-50.0,1.231429,0.192098,-0.130898,,,,4.25,0.1,-0.1,0.45,0.08,-0.08,243.8422245,-28.7802178,12.663,10.49,12.4043,,,,,,15.466674,0.001525,-0.001554,16.12109089,40.68004913,-8.49937498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202675839.01,EPIC 202675839
6520.0,156.93,-191.6,1.84406,0.063911,-0.11036,1.341,0.25667,-0.176515,4.03395,0.100923,-0.083639,,,,244.2208049,-28.7303903,12.074,10.232,11.7989,,,,,,1.4556637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202688980.01,EPIC 202688980
,,,2.043,0.051,-0.435,,,,,,,,,,244.2208049,-28.7303903,12.074,10.232,11.7989,,,,,,1.45556515,9.1e-07,-8.8e-07,71.0,15.0,-34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202688980.01,EPIC 202688980
3404.0,,,0.33,,,,,,,,,,,,244.0668921,-28.6491427,13.093,8.366,12.1804,,,,,,3.3262396,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202710713.01,EPIC 202710713
4017.0,122.0,-122.0,60.6949,,,,,,,,,,,,244.0668921,-28.6491427,13.093,8.366,12.1804,,,,,,3.32592848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202710713.01,EPIC 202710713
,,,85.0,14.0,-17.0,,,,,,,,,,244.0668921,-28.6491427,13.093,8.366,12.1804,,,,,,3.3255,0.00017,-0.00017,1080.0,320.0,-350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202710713.01,EPIC 202710713
,,,13.9,9.5,-9.4,,,,,,,,,,249.1644576,-28.4111595,16.545,11.917,15.8068,,,,,,13.1426,0.0028,-0.0025,200.0,150.0,-180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202774883.01,EPIC 202774883
6081.0,50.0,-50.0,2.221057,0.282074,-0.302083,,,,3.88,0.1,-0.1,0.46,0.08,-0.08,249.1600007,-28.2390752,13.18,10.805,12.7788,,,,,,4.474513,0.0003,-0.000307,8.16881084,1.70690459,-1.26129426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202821899.01,EPIC 202821899
5248.0,,,0.81,,,,,,,,,,,,249.1600007,-28.2390752,13.18,10.805,12.7788,,,,,,4.4743465,,,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202821899.01,EPIC 202821899
,,,2.486,0.154,-0.032,,,,,,,,,,249.1600007,-28.2390752,13.18,10.805,12.7788,,,,,,4.47471,0.00011,-0.00011,22.0,5.7,-10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202821899.01,EPIC 202821899
4938.0,,,0.75,,,,,,,,,,,,245.5479136,-28.1619428,12.386,9.878,13.3907,,,,,,2.1989041,,,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202843107.01,EPIC 202843107
3442.0,,,0.36,,,,,,,,,,,,246.5591625,-27.9830801,15.401,10.369,14.3752,,,,,,4.1657292,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202893157.01,EPIC 202893157
,,,,,,,,,,,,,,,243.3287332,-27.734057,15.469,9.623,,,,,,,0.6308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 202963882.01,EPIC 202963882
,,,1.792,0.196,-0.06,,,,,,,,,,245.3768295,-27.7061138,13.334,10.046,12.5286,,,,,,0.2358684,1.5e-06,-1.5e-06,6.1,1.9,-6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 202971774.01,EPIC 202971774
,,,4.5,3.4,-7.7,,,,,,,,,,244.6100128,-27.4570498,16.257,11.903,15.4797,,,,,,12.99109,0.00073,-0.00077,43.0,34.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203042994.01,EPIC 203042994
5354.0,,,0.84,,,,,,,,,,,,250.4531166,-27.3610213,12.779,10.862,12.4966,,,,,,1.7359447,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203070421.01,EPIC 203070421
3930.0,,,0.58,,,,,,,,,,,,243.8127455,-27.2622661,11.189,7.637,10.6678,,,,,,1.8389349,,,0.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203099398.01,EPIC 203099398
,,,0.48,0.13,-0.18,,,,,,,,,,243.8127455,-27.2622661,11.189,7.637,10.6678,,,,,,1.83916,6e-05,-6.3e-05,0.62,0.17,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203099398.01,EPIC 203099398
,,,0.535,0.069,-0.037,,,,,,,,,,247.1360171,-27.1235298,15.459,10.992,14.3506,,,,,,2.032664,8.8e-05,-8.3e-05,1.92,0.27,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203139512.01,EPIC 203139512
,,,0.535,0.069,-0.037,,,,,,,,,,247.1360171,-27.1235298,15.459,10.992,14.3506,,,,,,6.11706,0.00052,-0.00058,1.76,0.26,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203139512.02,EPIC 203139512
6842.0,573.0,-573.0,2.03,0.56,-0.56,,,,4.01,0.18,-0.18,,,,239.8792061,-26.604366,11.828,10.586,12.0994,,,,,,1.859017,9.8e-06,-9.8e-06,64.0,20.0,-20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203294831.01,EPIC 203294831
6015.0,118.93,-152.74,2.01889,0.13149,-0.09944,1.11,0.141941,-0.137584,3.87316,0.079969,-0.08583,,,,239.8792061,-26.604366,11.828,10.586,12.0994,,,,,,1.85872487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203294831.01,EPIC 203294831
6244.0,,,1.33,,,,,,,,,,,,239.8792061,-26.604366,11.828,10.586,12.0994,,,,,,1.8590179,,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203294831.01,EPIC 203294831
5200.0,200.0,-200.0,0.94,0.09,-0.09,,,,,,,,,,240.9764776,-26.5537396,11.877,10.324,11.5903,,,,,,540.0,410.0,-230.0,5.7,0.6,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203311200.01,EPIC 203311200
,,,1.947,0.092,-0.029,,,,,,,,,,240.9764776,-26.5537396,11.877,10.324,11.5903,,,,,,,,,12.81,0.65,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203311200.01,EPIC 203311200
4154.0,122.0,-122.0,1.58859,,,,,,,,,,,,246.4912542,-26.0104676,12.892,8.535,12.0723,,,,,,1.4408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 203476597.01,EPIC 203476597
6237.0,290.0,-290.0,2.31,0.7,-0.7,,,,3.85,0.11,-0.11,,,,244.1720262,-25.9805673,12.949,9.828,12.2881,,,,,,0.841202,2.6e-05,-2.6e-05,82.0,25.0,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 203485624.01,EPIC 203485624
4289.0,,,0.66,,,,,,,,,,,,244.1629354,-25.8700704,13.855,10.645,13.2366,,,,,,0.8411257,,,0.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203518244.01,EPIC 203518244
6620.0,,,1.15,0.08,-0.08,,,,4.19,,,0.09,,,243.9553734,-25.8184824,12.711,9.847,12.1885,,,,,,0.17566,0.000183,-0.000183,3.11,0.24,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203533312.01,EPIC 203533312
3171.0,157.0,-157.0,0.528528,0.016933,-0.016933,0.525532,0.021141,-0.021141,4.71253,0.010356,-0.010356,,,,240.6852933,-25.725743,,11.328,15.3988,,,,,,29.33873041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203560204.01,EPIC 203560204
6195.0,450.0,-450.0,1.37,0.4,-0.4,,,,4.18,0.26,-0.26,,,,246.2660064,-25.6524338,15.035,11.469,14.4889,,,,,,22.7984,0.0057,-0.0057,9.0,5.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 203581469.01,EPIC 203581469
,,,1.275,0.103,-0.047,,,,,,,,,,253.038729,-25.5306763,11.713,9.787,11.4576,,,,,,1.68027,0.00011,-0.00011,2.9,1.1,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203616858.01,EPIC 203616858
8188.0,227.71,-156.05,3.23826,0.120337,-0.141161,2.003,0.33326,-0.27616,3.71913,0.069649,-0.083643,,,,252.2223357,-25.5079566,8.641,8.061,8.6024,,,,,,2.54427583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203623230.01,EPIC 203623230
,,,2.065,0.024,-0.289,,,,,,,,,,239.2255102,-25.4738433,12.611,10.847,12.3351,,,,,,0.7099504,1.3e-06,-1.3e-06,80.0,13.0,-21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203633064.01,EPIC 203633064
3112.0,157.0,-157.0,0.5139,0.016511,-0.016511,0.511624,0.021174,-0.021174,4.72526,0.009932,-0.009932,,,,242.6317089,-25.2672637,,11.603,15.8035,,,,,,1.8204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 203692610.01,EPIC 203692610
2901.0,157.0,-157.0,0.474383,0.016262,-0.016262,0.472176,0.021941,-0.021941,4.75991,0.009592,-0.009592,,,,244.1277536,-25.2057083,,11.907,16.6459,,,,,,2.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 203710387.01,EPIC 203710387
6933.0,629.0,-629.0,2.02,0.73,-0.73,,,,4.02,0.22,-0.22,,,,244.1277536,-25.2057083,,11.907,16.6459,,,,,,1.404411,2.1e-05,-2.1e-05,99.0,62.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 203710387.01,EPIC 203710387
2721.0,,,0.12,,,,,,,,,,,,244.1277536,-25.2057083,,11.907,16.6459,,,,,,1.4044283,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 203710387.01,EPIC 203710387
,,,0.983,0.038,-0.027,,,,,,,,,,252.8617981,-25.0535105,11.201,9.477,10.975,,,,,,3.400858,2.2e-05,-2.2e-05,14.1,3.6,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203753577.01,EPIC 203753577
5520.0,,,0.89,,,,,,,,,,,,252.8617981,-25.0535105,11.201,9.477,10.975,,,,,,3.4007758,,,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203753577.01,EPIC 203753577
,,,1.249,0.097,-0.081,,,,,,,,,,242.5734559,-24.9906029,11.275,9.18,10.9072,,,,,,,,,7.51,0.62,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203771098.03,K2-24
3095.0,123.0,-123.0,,,,,,,,,,,,,253.4260962,-24.9408867,10.015,3.447,8.18226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203784668.01,EPIC 203784668
6520.0,116.0,-116.0,,,,,,,,,,-0.0664,0.0942,-0.0942,247.1370292,-24.7987348,14.802,10.657,,,,,,,8.2781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 203823381.01,EPIC 203823381
5926.0,764.0,-764.0,1.6,1.3,-1.3,,,,4.16,0.3,-0.3,,,,247.1370292,-24.7987348,14.802,10.657,,,,,,,8.2758,0.0017,-0.0017,10.2,9.4,-9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 203823381.01,EPIC 203823381
2586.0,,,0.11,,,,,,,,,,,,247.1370292,-24.7987348,14.802,10.657,,,,,,,8.2766395,,,0.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 203823381.01,EPIC 203823381
2978.0,157.0,-157.0,0.596423,0.01861,-0.01861,0.585161,0.020814,-0.020814,4.65423,0.011657,-0.011657,,,,242.4702944,-24.6983209,,10.926,15.4752,,,,,,0.6199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 203849738.01,EPIC 203849738
,,,1.97,0.61,-0.9,,,,,,,,,,253.2473212,-24.6262888,12.137,10.465,11.9423,,,,,,28.46762,0.00089,-0.00028,37.0,11.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203867512.01,EPIC 203867512
5700.0,,,0.96,,,,,,,,,,,,253.2473212,-24.6262888,12.137,10.465,11.9423,,,,,,28.465633,,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203867512.01,EPIC 203867512
2897.0,157.0,-157.0,0.641751,0.026832,-0.026832,0.620907,0.024828,-0.024828,4.61636,0.018961,-0.018961,,,,244.3290388,-24.6219639,,10.76,15.6318,,,,,,4.5417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 203868608.01,EPIC 203868608
4000.0,400.0,-400.0,0.74,0.07,-0.07,,,,,,,,,,244.3807553,-24.437006,9.538,6.321,9.05299,,,,,,83830.0,31600.0,-22320.0,12.0,1.1,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203914123.01,EPIC 203914123
,,,2.047,0.193,-0.061,,,,,,,,,,253.0328697,-24.3879636,12.166,9.842,11.7872,,,,,,8.79689,0.00058,-0.00059,4.85,0.52,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203925865.01,EPIC 203925865
6841.0,311.0,-311.0,1.8,0.52,-0.52,,,,4.09,0.19,-0.19,,,,252.4227596,-24.3737862,12.23,10.519,11.867,,,,,,1.153886,2.8e-05,-2.8e-05,99.0,52.0,-52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203929178.01,EPIC 203929178
5175.0,,,0.79,,,,,,,,,,,,243.8244349,-24.3192726,12.505,10.342,12.1274,,,,,,1.6398934,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANDIDATE,EPIC 203942067.01,EPIC 203942067
5991.0,118.0,-118.0,1.87,0.22,-0.22,,,,3.984,0.095,-0.095,,,,252.2438413,-23.8914989,16.471,11.692,15.5411,,,,,,1.486243,2.3e-05,-2.3e-05,58.0,14.0,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE POSITIVE,EPIC 204043888.01,EPIC 204043888
