koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,ra,dec,koi_kepmag,koi_kmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_eccen,koi_sma,koi_insol,koi_insol_err1,koi_insol_err2,koi_teq,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_incl,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_max_mult_ev,koi_max_sngle_ev,koi_tce_plnt_num,koi_bin_oedp_sig,koi_ldm_coeff1,koi_ldm_coeff2,koi_ldm_coeff3,koi_ldm_coeff4,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_disposition,k2_name,k2_hostname
,,,1.908,0.413,-0.037,,,,,,,,,,284.985355,-22.2934206,13.012,11.21,12.7669,,,,,,3.3139095,9e-06,-9e-06,17.38,3.77,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-107 b,K2-107
6030.0,120.0,-120.0,1.78,0.16,-0.16,1.3,0.14,-0.14,4.07,0.1,-0.1,0.1,0.1,-0.1,284.985355,-22.2934206,13.012,11.21,12.7669,,,,,,3.31392,2e-05,-2e-05,16.14096,1.68135,-1.68135,0.0,0.048,,,,1780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-107 b,K2-107
,,,1.73,,,,,,,,,,,,284.985355,-22.2934206,13.012,11.21,12.7669,,,,,,3.313944,2.3e-05,-2.4e-05,14.4,2.2,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-107 b,K2-107
6030.0,120.0,-120.0,1.78,0.16,-0.16,1.3,0.14,-0.14,4.07,0.1,-0.1,0.1,0.1,-0.1,284.985355,-22.2934206,13.012,11.21,12.7669,,,,,,3.3139151,2.9e-06,-2.9e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-107 b,K2-107
6061.0,96.0,-96.0,1.81,0.06,-0.06,1.3,0.05,-0.05,4.04,0.03,-0.03,0.14,0.06,-0.06,284.985355,-22.2934206,13.012,11.21,12.7669,,,,,,3.313959,2.4e-05,-2.4e-05,15.98,0.55,-0.55,,0.0475,,,,1649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-107 b,K2-107
5599.0,87.0,-87.0,1.76,0.04,-0.04,1.17,0.06,-0.06,4.02,0.03,-0.03,0.36,0.05,-0.05,123.3818484,16.419516,12.339,10.561,12.1704,,,,,,4.733999,0.000221,-0.000227,5.33,0.21,-0.21,,0.0581,,,,1360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-108 b,K2-108
5496.0,131.31,-131.31,1.75896,0.102414,-0.102414,,,,3.93163,0.081643,-0.081643,,,,123.3818484,16.419516,12.339,10.561,12.1704,,,,,,4.73355750515,4.2315e-05,-4.2315e-05,5.38526663,6.4387536,-6.4387536,,,850.4828,,,1377.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-108 b,K2-108
5414.0,53.0,-53.0,2.306381,0.380594,-0.354232,1.28805,0.111913,-0.105338,3.75,0.1,-0.1,0.48,0.08,-0.08,123.3818484,16.419516,12.339,10.561,12.1704,,,,,,4.73379,0.000153,-0.00015,7.56448313,1.456987,-1.21105373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-108 b,K2-108
,,,1.77,,,,,,,,,,,,123.3818484,16.419516,12.339,10.561,12.1704,,,,,,4.734006,0.000228,-0.000223,5.3,0.9,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-108 b,K2-108
5474.0,60.0,-60.0,1.75,0.14,-0.14,2.83,1.0,-1.0,3.99,0.05,-0.05,0.33,0.04,-0.04,123.3818484,16.419516,12.339,10.561,12.1704,,,,,,4.73401,0.00024,-0.00024,5.28,0.54,-0.54,,,762.0,100.0,-100.0,1446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-108 b,K2-108
5496.0,138.04,-124.57,1.75896,0.107289,-0.09754,0.964,0.116579,-0.120972,3.93163,0.084269,-0.079017,,,,123.3818484,16.419516,12.339,10.561,12.1704,,,,,,4.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-108 b,K2-108
5496.0,138.04,-124.57,1.75896,0.107289,-0.09754,0.964,0.116579,-0.120972,3.93163,0.084269,-0.079017,,,,123.3818484,16.419516,12.339,10.561,12.1704,,,,,,4.73360988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-108 b,K2-108
5474.0,60.0,-60.0,1.75,0.14,-0.14,1.121,0.065,-0.053,3.99,0.05,-0.05,0.33,0.04,-0.04,123.3818484,16.419516,12.339,10.561,12.1704,,,,,,4.73401,0.00024,-0.00024,5.28,0.54,-0.54,0.18,0.0573,762.0,100.0,-100.0,1446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-108 b,K2-108
,,,1.797,0.055,-0.068,,,,,,,,,,123.3818484,16.419516,12.339,10.561,12.1704,,,,,,4.73363,0.00013,-0.00013,5.81,0.36,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-108 b,K2-108
,,,0.896,0.02,-0.04,,,,,,,,,,169.0418328,1.9866832,13.409,11.347,13.1501,,,,,,39.8642,0.0055,-0.0057,2.92,0.3,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-11 b,K2-11
5133.0,,,0.78,,,,,,,,,,,,169.0418328,1.9866832,13.409,11.347,13.1501,,,,,,39.863566,,,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-11 b,K2-11
5433.0,49.0,-144.0,5.15,0.2,-4.39,1.35,0.04,-0.56,,,,-0.12,0.01,-0.17,169.0418328,1.9866832,13.409,11.347,13.1501,,,,,,39.93767,0.23229,-0.23229,7.55,9.33,-9.33,,0.2257,,,,734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-11 b,K2-11
5264.0,71.0,-71.0,0.83,0.02,-0.02,0.89,0.02,-0.02,4.56,0.021,-0.021,,,,169.0418328,1.9866832,13.409,11.347,13.1501,,,,,,39.8478,0.007,-0.007,2.42,0.29,-0.29,,0.2196,9.84,0.73,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-11 b,K2-11
4950.0,58.0,-58.0,0.71,0.01,-0.01,0.75,0.02,-0.02,4.61,0.02,-0.02,-0.21,0.05,-0.05,207.3497402,-12.2849182,11.985,9.607,11.6627,,,,,,13.86387,0.000325,-0.000329,2.56,0.07,-0.07,,0.1027,,,,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-110 b,K2-110
4936.0,144.89,-122.17,0.71181,0.043388,-0.04827,0.811,0.105695,-0.087011,4.64236,0.114408,-0.066511,,,,207.3497402,-12.2849182,11.985,9.607,11.6627,,,,,,13.85870316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-110 b,K2-110
,,,0.686,0.043,-0.019,,,,,,,,,,207.3497402,-12.2849182,11.985,9.607,11.6627,,,,,,13.8636,0.00018,-0.00018,2.55,0.18,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-110 b,K2-110
,,,0.68,,,,,,,,,,,,207.3497402,-12.2849182,11.985,9.607,11.6627,,,,,,13.86383,0.000404,-0.000397,2.5,0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-110 b,K2-110
4936.0,144.89,-122.17,0.71181,0.043388,-0.04827,0.811,0.105695,-0.087011,4.64236,0.114408,-0.066511,,,,207.3497402,-12.2849182,11.985,9.607,11.6627,,,,,,13.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-110 b,K2-110
5010.0,50.0,-50.0,0.713,0.02,-0.02,0.738,0.018,-0.018,4.6,0.03,-0.03,-0.34,0.03,-0.03,207.3497402,-12.2849182,11.985,9.607,11.6627,,,,,,13.86375,0.00026,-0.00026,2.592,0.098,-0.098,0.079,0.1021,,,,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-110 b,K2-110
4868.0,100.0,-100.0,0.71,0.03,-0.03,0.7,0.03,-0.03,4.53,0.08,-0.08,-0.27,0.044,-0.044,207.3497402,-12.2849182,11.985,9.607,11.6627,,,,,,13.86368,0.00019,-0.00019,2.558,0.085,-0.037,,,25.3,3.2,-2.9,571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-110 b,K2-110
4877.0,50.0,-50.0,0.692198,0.024302,-0.023373,0.724359,0.025374,-0.024371,4.51,0.1,-0.1,-0.3,0.08,-0.08,207.3497402,-12.2849182,11.985,9.607,11.6627,,,,,,13.86391,0.000224,-0.000229,2.52419159,0.16011676,-0.10199093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-110 b,K2-110
5010.0,50.0,-50.0,0.713,0.02,-0.02,0.738,0.018,-0.018,,,,-0.34,0.03,-0.03,207.3497402,-12.2849182,11.985,9.607,11.6627,,,,,,13.86375,0.00026,-0.00026,2.592,0.098,-0.097,0.13,0.10207,27.7,2.0,-2.0,638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-110 b,K2-110
5741.0,50.0,-50.0,0.922706,0.112762,-0.075463,0.876863,0.035807,-0.041355,4.36,0.1,-0.1,-0.36,0.08,-0.08,59.8903081,21.2985263,11.13,9.377,10.9294,,,,,,5.351403,0.000598,-0.000612,1.22263837,0.1960626,-0.12417645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-111 b,K2-111
5788.0,71.0,-71.0,1.17,0.11,-0.11,,,,4.224,0.078,-0.078,,,,59.8903081,21.2985263,11.13,9.377,10.9294,,,,,,5.35161,0.00063,-0.00063,2.09,0.52,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-111 b,K2-111
5775.0,70.0,-70.0,1.25,0.02,-0.02,0.84,0.02,-0.02,,,,-0.46,0.05,-0.05,59.8903081,21.2985263,11.13,9.377,10.9294,,,,,,5.3518,0.0004,-0.0004,1.82,0.11,-0.09,0.1,0.0565,490.0,30.0,-30.0,1309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-111 b,K2-111
,,,1.275,0.064,-0.019,,,,,,,,,,59.8903081,21.2985263,11.13,9.377,10.9294,,,,,,5.35185,0.00048,-0.0005,1.41,0.15,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-111 b,K2-111
5832.0,100.0,-100.0,0.884,0.063,-0.063,0.83,0.03,-0.03,4.43,0.08,-0.08,-0.44,0.044,-0.044,59.8903081,21.2985263,11.13,9.377,10.9294,,,,,,5.35232,0.00035,-0.00035,1.184,0.056,-0.034,,,255.0,47.0,-42.0,1019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-111 b,K2-111
5730.0,50.0,-50.0,1.23,0.1,-0.1,0.88,0.02,-0.02,4.15,0.1,-0.1,-0.53,0.05,-0.05,59.8903081,21.2985263,11.13,9.377,10.9294,,,,,,5.35117,0.00055,-0.00055,1.9,0.2,-0.2,0.0,0.0621,,,,1309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-111 b,K2-111
5775.0,60.0,-60.0,1.25,0.02,-0.02,0.84,0.02,-0.02,4.25,0.15,-0.15,-0.46,0.05,-0.05,59.8903081,21.2985263,11.13,9.377,10.9294,,,,,,5.3518,0.0004,-0.0004,1.82,0.11,-0.09,0.13,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-111 b,K2-111
5775.0,70.0,-70.0,1.25,0.02,-0.02,0.84,0.02,-0.02,,,,-0.46,0.05,-0.05,59.8903081,21.2985263,11.13,9.377,10.9294,,,,,,15.6805,0.0064,-0.0064,,,,0.071,0.11569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-111 c,K2-111
5775.0,60.0,-60.0,1.25,0.02,-0.02,0.84,0.02,-0.02,4.25,0.15,-0.15,-0.46,0.05,-0.05,59.8903081,21.2985263,11.13,9.377,10.9294,,,,,,15.6785,0.0064,-0.0063,,,,0.07,0.1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-111 c,K2-111
5627.0,88.0,-88.0,1.047,0.11,-0.08,1.007,0.04,-0.039,4.4,0.146,-0.146,0.18,0.062,-0.062,19.4493823,6.8688469,13.744,11.949,13.5039,,,,,,5.817608,3.1e-05,-2.9e-05,10.42437,1.1209,-0.78463,0.0,0.0558,,,,1178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-113 b,K2-113
,,,1.288,0.039,-0.017,,,,,,,,,,19.4493823,6.8688469,13.744,11.949,13.5039,,,,,,5.817649,2.5e-05,-2.5e-05,12.55,0.48,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-113 b,K2-113
5660.0,87.0,-87.0,1.24,0.03,-0.03,1.04,0.04,-0.04,4.27,0.03,-0.03,0.27,0.06,-0.06,19.4493823,6.8688469,13.744,11.949,13.5039,,,,,,5.817685,4.1e-05,-4.1e-05,12.14,0.35,-0.35,,0.0642,,,,1098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-113 b,K2-113
5627.0,88.0,-88.0,1.047,0.11,-0.08,1.007,0.04,-0.039,4.4,0.146,-0.146,0.18,0.062,-0.062,19.4493823,6.8688469,13.744,11.949,13.5039,,,,,,5.8176015,2.8e-06,-2.8e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-113 b,K2-113
5633.4,29.4,-29.4,1.22,,,,,,4.27,,,,,,19.4493823,6.8688469,13.744,11.949,13.5039,,,,,,5.8176452,3.72e-05,-3.72e-05,11.6459,,,,,277.39,,,1136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-113 b,K2-113
,,,1.33,,,,,,,,,,,,19.4493823,6.8688469,13.744,11.949,13.5039,,,,,,5.817681,4.8e-05,-4.7e-05,12.5,1.7,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-113 b,K2-113
,,,0.854,0.044,-0.018,,,,,,,,,,127.882912,11.922255,14.55,12.304,14.2751,,,,,,11.390955,9.3e-05,-9.2e-05,10.71,0.58,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-114 b,K2-114
,,,0.9,,,,,,,,,,,,127.882912,11.922255,14.55,12.304,14.2751,,,,,,11.391432,0.000183,-0.000187,11.1,0.8,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-114 b,K2-114
5027.0,62.0,-57.0,0.828,0.026,-0.022,0.832,0.021,-0.018,4.481,0.044,-0.051,0.41,0.037,-0.035,127.882912,11.922255,14.55,12.304,14.2751,,,,,,11.39109,0.00018,-0.00017,10.558878,0.358688,-0.22418,0.0,0.09309,,,,719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-114 b,K2-114
4913.0,122.0,-122.0,0.875936,,,0.81,,,4.46161,,,,,,127.882912,11.922255,14.55,12.304,14.2751,,,,,,11.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-114 b,K2-114
5044.0,68.0,-68.0,0.84,0.02,-0.02,0.89,0.03,-0.03,4.54,0.03,-0.03,0.39,0.05,-0.05,127.882912,11.922255,14.55,12.304,14.2751,,,,,,11.391013,0.000224,-0.000225,10.67,0.36,-0.36,,0.0954,,,,661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-114 b,K2-114
5027.0,,,0.875936,,,,,,4.51935,,,,,,127.882912,11.922255,14.55,12.304,14.2751,,,,,,11.39096852897,2.180402e-05,-2.180402e-05,11.19847412,0.6001173,-0.6001173,,,46.9021,,,667.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-114 b,K2-114
4899.0,59.0,-58.0,0.832,0.022,-0.021,0.863,0.037,-0.031,4.534,0.027,-0.026,0.42,0.036,-0.037,127.882912,11.922255,14.55,12.304,14.2751,,,,,,11.390931,3.1e-06,-3.2e-06,10.59248676,0.32506044,-0.31385146,0.079,0.0944,,,,701.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-114 b,K2-114
4920.0,68.0,-69.0,0.824,0.024,-0.023,0.86,0.039,-0.034,4.542,0.025,-0.025,0.41,0.036,-0.037,127.882912,11.922255,14.55,12.304,14.2751,,,,,,11.3909311,3.4e-06,-3.4e-06,10.44677001,0.3474784,-0.3474784,0.081,0.0943,40.0,3.3,-3.1,701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-114 b,K2-114
5039.0,52.0,-55.0,0.87,0.02,-0.02,0.89,0.03,-0.02,4.51,0.03,-0.02,0.38,0.04,-0.04,127.882912,11.922255,14.55,12.304,14.2751,,,,,,11.3909344,3.9e-06,-3.9e-06,10.88,0.29,-0.28,,0.0983,,,,722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-114 b,K2-114
4913.0,122.0,-122.0,0.875936,,,0.81,,,4.46161,,,,,,127.882912,11.922255,14.55,12.304,14.2751,,,,,,11.38576954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-114 b,K2-114
5742.0,137.75,-120.34,0.85554,0.040861,-0.042501,1.026,0.137065,-0.103944,4.58473,0.05589,-0.089429,,,,126.5535002,12.281851,13.444,11.724,13.2,,,,,,20.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-115 b,K2-115
5742.0,129.04,-129.04,0.86,0.04,-0.04,,,,4.58473,0.072659,-0.072659,,,,126.5535002,12.281851,13.444,11.724,13.2,,,,,,20.2730282,7.3e-06,-7.3e-06,10.4386,0.555069,-0.555069,,,20.4393,,,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-115 b,K2-115
,,,0.86,,,,,,,,,,,,126.5535002,12.281851,13.444,11.724,13.2,,,,,,20.272602,0.000349,-0.000351,11.5,0.8,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-115 b,K2-115
5870.0,170.0,-150.0,0.855,0.024,-0.021,0.918,0.039,-0.046,4.538,0.024,-0.033,-0.198,0.043,-0.049,126.5535002,12.281851,13.444,11.724,13.2,,,,,,20.2729914,5e-06,-5e-06,11.80305668,0.33626942,-0.31385146,0.063,0.1415,,,,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-115 b,K2-115
5657.0,60.0,-60.0,0.88,0.01,-0.01,0.95,0.02,-0.02,4.53,0.02,-0.02,-0.1,0.05,-0.05,126.5535002,12.281851,13.444,11.724,13.2,,,,,,20.272615,0.000356,-0.000343,12.06,0.22,-0.22,,0.143,,,,619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-115 b,K2-115
,,,,,,,,,,,,,,,126.5535002,12.281851,13.444,11.724,13.2,,,,,,20.272992,1.2e-05,-1.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-115 b,K2-115
,,,0.831,0.065,-0.035,,,,,,,,,,126.5535002,12.281851,13.444,11.724,13.2,,,,,,20.27285,0.00018,-0.00018,11.55,0.95,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-115 b,K2-115
5560.0,56.0,-58.0,0.881,0.049,-0.05,0.831,0.023,-0.019,4.461,0.057,-0.041,-0.22,0.035,-0.036,126.5535002,12.281851,13.444,11.724,13.2,,,,,,20.2729861,7e-06,-7e-06,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-115 b,K2-115
5560.0,56.0,-58.0,0.881,0.049,-0.05,0.831,0.023,-0.019,4.461,0.057,-0.041,-0.22,0.035,-0.036,126.5535002,12.281851,13.444,11.724,13.2,,,,,,20.273034,3.6e-05,-3.7e-05,12.498035,0.638913,-0.683749,0.137,0.1367,,,,682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-115 b,K2-115
5742.0,137.75,-120.34,0.85554,0.040861,-0.042501,1.026,0.137065,-0.103944,4.58473,0.05589,-0.089429,,,,126.5535002,12.281851,13.444,11.724,13.2,,,,,,20.27362337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-115 b,K2-115
5657.0,60.0,-60.0,0.88,0.01,-0.01,0.95,0.02,-0.02,4.53,0.02,-0.02,-0.1,0.05,-0.05,126.5535002,12.281851,13.444,11.724,13.2,,,,,,20.273017,6e-05,-5.9e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-115 b,K2-115
4348.35,86.1,-87.78,0.6694,0.030496,-0.029561,0.694512,0.069451,-0.069451,,,,,,,336.1523363,-11.5793181,10.8,7.875,10.3281,,,,,,4.654879,2.2e-05,-2.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-116 b,K2-116
4547.0,50.0,-50.0,0.687426,0.015243,-0.0169,0.726778,0.019617,-0.021448,4.64,0.1,-0.1,0.01,0.08,-0.08,336.1523363,-11.5793181,10.8,7.875,10.3281,,,,,,4.655335,0.000513,-0.000505,0.71889232,0.08947851,-0.05716367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-116 b,K2-116
4264.0,,,0.66,,,,,,,,,,,,336.1523363,-11.5793181,10.8,7.875,10.3281,,,,,,4.6556782,,,0.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-116 b,K2-116
